message,name,rarity,id,pp_Effect_PhysicalWeaponDamage,pp_Effect_MoveSpeed,sp_Effect_Luck,sp_Effect_MagicalDamageBonus,sp_Effect_MemoryCapacityAdd,sp_Effect_PhysicalWeaponDamageAdd,sp_Effect_ArmorRatingAdd,sp_Effect_Agility,pp_Effect_MagicalWeaponDamage,sp_Effect_Strength,sp_Effect_ActionSpeed,sp_Effect_ProjectileReductionMod,sp_Effect_UndeadDamageMod,pp_Effect_MagicalDamage,pp_Effect_MagicPenetration,sp_Effect_MaxHealthAdd,sp_Effect_CooldownReductionBonus,sp_Effect_Resourcefulness,sp_Effect_Vigor,sp_Effect_PhysicalDamageBonus,sp_Effect_MagicalInteractionSpeed,sp_Effect_DemonReductionMod,pp_Effect_ArmorPenetration,sp_Effect_HeadshotDamageMod,sp_Effect_Dexterity,sp_Effect_DebuffDurationBonus,sp_Effect_PhysicalHealing,sp_Effect_SpellCastingSpeed,sp_Effect_MagicRegistance,sp_Effect_RegularInteractionSpeed,sp_Effect_MagicalDamageReduction,sp_Effect_ArmorPenetration,sp_Effect_PhysicalPower,sp_Effect_Knowledge,sp_Effect_BuffDurationBonus,sp_Effect_DemonDamageMod,sp_Effect_UndeadReductionMod,sp_Effect_MemoryCapacityBonus,sp_Effect_MagicalHealing,sp_Effect_MaxHealthBonus,sp_Effect_Will,sp_Effect_MagicPenetration,sp_Effect_MagicalPower,sp_Effect_PhysicalDamageReduction,pp_Effect_ArmorRating,value
1db,HeaterShield,8,HeaterShield_8001,0.0,0.13333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,0.0,0.5333333333333333,0.0,0.0,0.0,0.9,0.0,0.0,0.9736842105263158,1
WTS 1DB,WarMaul,8,WarMaul_8001,0.9821428571428571,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7333333333333333,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.5166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5db,Longsword,8,Longsword_8001,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0,0.0,0.75,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
  1db,Longbow,8,Longbow_8001,1.0,1.0,0.0,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.95,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1db,Buckler,8,Buckler_8001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1db,StilettoDagger,8,StilettoDagger_8001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.75,0.0,0.0,1.0,1.0,0.0,0.4666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2db,Halberd,8,Halberd_8001,0.9836065573770492,1.0,0.0,0.7083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.5,0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,2
2db,WizardStaff,8,WizardStaff_8001,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.575,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
   4db  ,Rapier,8,Rapier_8001,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
4db,Rapier,8,Rapier_8001,1.0,1.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2db,Zweihander,8,Zweihander_8001,0.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6333333333333333,0.0,0.0,0.55,0.0,0.8,0.0,0.95,0.0,0.0,0.0,2
   4db     ,Rapier,8,Rapier_8001,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
1db,WarMaul,8,WarMaul_8001,0.9821428571428571,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675,0.0,0.0,0.0,0.5,0.0,0.675,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1
1 db,Spear,8,Spear_8001,1.0,1.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
 1db,WarMaul,8,WarMaul_8001,0.9821428571428571,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675,0.0,0.0,0.0,0.5,0.0,0.675,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1
db,WarMaul,8,WarMaul_8001,0.9821428571428571,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675,0.0,0.0,0.0,0.5,0.0,0.675,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1
2db,Longsword,8,Longsword_8001,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2
1db,WizardStaff,8,WizardStaff_8001,1.0,1.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,1
3DB,Longsword,8,Longsword_8001,1.0,1.0,0.6166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,1.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,3
1db,DoubleAxe,8,DoubleAxe_8001,0.9827586206896551,1.0,0.8833333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.9666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2db,Falchion,8,Falchion_8001,1.0,1.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.65,0.0,0.0,0.0,2
2 db,Spear,8,Spear_8001,1.0,1.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1db,CrystalSword,8,CrystalSword_8001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.6666666666666667,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.9666666666666666,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
   4db   ,Rapier,8,Rapier_8001,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
3db,RecurveBow,8,RecurveBow_8001,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,3
   4db    ,Rapier,8,Rapier_8001,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2db,CrystalBall,8,CrystalBall_8001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,2
2db,CrystalBall,8,CrystalBall_8001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1db,RecurveBow,8,RecurveBow_8001,1.0,1.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.875,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6333333333333333,0.0,0.0,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1db,RecurveBow,8,RecurveBow_8001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.0,0.0,0.0,0.825,0.0,0.825,0.0,0.0,0.0,0.0,0.0,0.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1
 db,DoubleAxe,8,DoubleAxe_8001,0.9827586206896551,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.0,0.0,0.7,0.0,0.0,0.0,0.5,0.0,0.925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3db,Longsword,8,Longsword_8001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675,0.0,1.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.95,0.0,3
3db,Rapier,8,Rapier_8001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3
 db,Longbow,8,Longbow_8001,1.0,1.0,0.0,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.95,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
 1db,Longsword,8,Longsword_8001,1.0,1.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.7,0.0,0.0,0.0,0.8,0.0,0.975,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3db,StilettoDagger,8,StilettoDagger_8001,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666667,0.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,3
  1db,Longsword,8,Longsword_8001,1.0,1.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.7,0.0,0.0,0.0,0.8,0.0,0.975,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2 db,Zweihander,8,Zweihander_8001,0.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.725,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,2
2db,Spear,8,Spear_8001,1.0,1.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1 db ,Spear,8,Spear_8001,1.0,1.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
 3db,Longsword,8,Longsword_8001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.575,0.0,0.0,0.0,3
2DB,Spear,8,Spear_8001,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.525,0.0,0.975,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2db,Falchion,8,Falchion_8001,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
db,DoubleAxe,8,DoubleAxe_8001,0.9827586206896551,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4db,Rapier,8,Rapier_8001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
db ,DoubleAxe,8,DoubleAxe_8001,0.9827586206896551,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
 db,DoubleAxe,8,DoubleAxe_8001,0.9827586206896551,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
 2db,WizardStaff,8,WizardStaff_8001,1.0,1.0,0.6333333333333333,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
 2db,Falchion,8,Falchion_8001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666667,0.0,0.0,0.0,0.0,0.0,0.8666666666666666,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.8666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
4db,Rapier,8,Rapier_8001,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
3dbs,Rapier,8,Rapier_8001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1DB,WarMaul,8,WarMaul_8001,0.9821428571428571,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675,0.0,0.0,0.0,0.5,0.0,0.675,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1
2DB,Halberd,8,Halberd_8001,0.9836065573770492,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.675,0.0,0.55,0.0,0.0,0.5,0.0,1.0,0.0,0.0,2
3db,Longsword,8,Longsword_8001,1.0,1.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,1.0,0.9166666666666667,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.575,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
 db,HorsemansAxe,8,HorsemansAxe_8001,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
 2db,WarMaul,8,WarMaul_8001,0.9821428571428571,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675,0.0,0.0,0.0,0.5,0.0,0.675,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2
2db,WarMaul,8,WarMaul_8001,0.9821428571428571,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675,0.0,0.0,0.0,0.5,0.0,0.675,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2
2db,Longsword,8,Longsword_8001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
db,DoubleAxe,8,DoubleAxe_8001,1.0,1.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
 2 DB,Zweihander,8,Zweihander_8001,1.0,1.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
 2 dbs ,Halberd,8,Halberd_8001,0.9836065573770492,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.625,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,2
 2db,Zweihander,8,Zweihander_8001,1.0,1.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
 1db,Spellbook,8,Spellbook_8001,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
